url,score
https://www.garbageday.email/p/no-one-cares-about-your-redesign,206
https://stephank.nl/p/2020-06-01-a-nix-primer-by-a-newcomer.html,204
https://www.platformer.news/p/will-apple-mail-end-the-newsletter,198
https://www.lennysnewsletter.com/p/saas-pricing-strategy,198
https://pickledlight.blogspot.com/p/commodore-64-guides.html,197
https://www.persuasion.community/p/john-mcwhorter-the-neoracists,194
https://www.bzarg.com/p/how-a-kalman-filter-works-in-pictures/,194
https://www.leshenko.net/p/ugit/#,194
https://www.angstronomics.com/p/usb4-v2,193
https://www.platformer.news/p/-what-really-happened-at-basecamp,193
https://www.jacobwolf.report/p/twitch-finally-takes-action-against,191
https://www.readmargins.com/p/doordash-and-pizza-arbitrage,191
https://tech.davis-hansson.com/p/make/,185
https://42papers.com/p/rest-vs-graphql-a-controlled-experiment,184
https://every.to/p/what-should-you-do-with-your-options-during-a-downturn,179
https://tips.ariyh.com/p/handwritten-notes,178
https://newsletter.butwhatfor.com/p/an-attack-on-pearl-harbor,177
https://blog.eladgil.com/p/changing-times-or-why-is-every-layoff,176
https://blog.nateliason.com/p/money-too-good,175
https://sourceforge.net/p/gnucobol/code/HEAD/tree/branches/gnucobol-3.x/NEWS,173
https://www.newcomer.co/p/the-unauthorized-story-of-andreessen,173
https://newsletter.butwhatfor.com/p/invert-always-invert-avoid-failure,172
https://www.persuasion.community/p/dont-apologize,170
https://www.residentcontrarian.com/p/nobody-will-admit-the-best-novel,167
https://www.persuasion.community/p/beware-of-books,166
https://newsletter.pragmaticengineer.com/p/the-scoop-rebellion-at-datarobot,165
https://c3.handmade.network/blog/p/8208-when_making_things_easy_is_bad,160
https://www.realchinacharts.com/p/8-long-view-is-the-world-deglobalising,154
https://sourceforge.net/p/freedos/news/2022/02/freedos-13/,153
https://newsletter.bringthedonuts.com/p/building-products-at-stripe,151
https://build.typogram.co/p/on-adobe-acquiring-figma,150
https://courses.dibya.online/p/fastdeeprl,148
https://www.techemails.com/p/apples-deal-with-microsoft,146
https://lastweekin.ai/p/the-ai-scaling-hypothesis,146
https://theovershoot.co/p/inequality-interest-rates-aging-and,146
https://www.jefftk.com/p/programmers-should-plan-for-lower-pay,145
https://www.change.org/p/lg-electronics-lg-to-open-source-their-phones-as-they-are-shutting-down-production-for-good/,144
https://refactoring.fm/p/taste-vs-skills,142
https://www.thepullrequest.com/p/the-man-whose-software-ate-the-world,139
https://www.thediff.co/p/the-promise-and-paradox-of-decentralization,138
https://www.thefitzwilliam.com/p/hispaniolas-great-divergence,137
https://www.slowboring.com/p/amtrak-review,136
https://www.slowboring.com/p/fake-crisis,135
https://www.angstronomics.com/p/ps5-refresh-oberon-plus,134
https://www.fabricatedknowledge.com/p/us-export-restrictions-intel-layoffs,134
https://www.residentcontrarian.com/p/on-being-rich-ish-lessons-i-learned,134
https://newsletter.butwhatfor.com/p/takeaway-tuesday-facing-adversity-charlie-munger,134
https://www.jefftk.com/p/let-people-move-to-jobs,134
https://www.garbageday.email/p/viral-content-optimized-to-piss-off,134
https://www.persuasion.community/p/against-meme-activism,134
https://bugs.chromium.org/p/chromium/issues/detail?id=914451,134
https://www.privatdozent.co/p/the-poincare-conjecture,133
https://www.slowboring.com/p/america-needs-supply-side-reform,133
https://www.jonstokes.com/p/ai-content-generation-part-1-machine,133
https://sourceforge.net/p/sevenzip/discussion/45797/thread/cec5e63147/,131
https://www.swipe.page/p/from-an-airtable-to-10k-in-side-income,129
https://www.unprepared.life/p/how-one-woman-grows-food-in-hard,127
https://nenadmarkus.com/p/picojs-intro/,126
https://blog.abor.dev/p/making-generative-art-with-rust,126
https://www.appliedexploration.com/p/dark-side-of-graph-neural-nets,125
https://www.slowboring.com/p/slate-star-codex,125
https://www.jefftk.com/p/organizing-a-group-buy-of-flour,123
https://www.persuasion.community/p/haidt-and-lukianoff-the-polarization,122
https://cyb3rsecurity.tips/p/-online-privacy-to-what-extent-should,122
https://hardcoresoftware.learningbyshipping.com/p/055-office-2000-is-good-to-go,120
https://devlog.groovelet.com/p/procedurally-generated-music-is-awful,120
https://substack.thewebscraping.club/p/the-lab-1-scraping-data-from-an-app,117
https://www.piratewires.com/p/are-race-based-firings-legal-twilios,116
https://www.theimmigrantprogrammers.com/p/why-airbnb-dumped-react-native,116
https://www.apricitas.io/p/how-rate-hikes-are-affecting-the,116
https://monkeywritescode.blogspot.com/p/c-exceptions-under-hood.html,115
https://www.readmargins.com/p/say-hello-to-felt,115
https://www.slowboring.com/p/we-could-have-universal-covid-vaccines,114
https://newsletter.timber.fm/p/a-writing-tip-i-learned-at-oxford,114
https://www.strangeloopcanon.com/p/two-stories-about-tacit-knowledge,114
https://friday.app/p/shutting-down,111
https://p.dw.com/p/3nJq6,110
https://www.softwareatscale.dev/p/sql-vs-nosql-is-the-wrong-distinction,108
https://www.bustle.com/p/rebekah-neumanns-search-for-enlightenment-fueled-weworks-collapse-22581874,108
https://www.3m.com/3M/en_US/p/d/b40068300/,105
http://blog.pkh.me/p/33-deconstructing-be%CC%81zier-curves.html,105
https://bugs.chromium.org/p/chromium/issues/detail?id=1252624,105
https://bugs.chromium.org/p/project-zero/issues/detail?id=2021,105
https://www.thepullrequest.com/p/the-american-diversity-meat-grinder,102
https://daily.thesignal.co/p/a-tale-of-two-valleys,101
https://bugs.chromium.org/p/project-zero/issues/detail?id=1982,100
https://www.platformer.news/p/-the-battle-inside-signal,100
https://www.lennysnewsletter.com/p/consumer-business-find-first-users,100
https://www.exponentialview.co/p/-six-ways-coronavirus-will-change,100
https://every.to/p/what-i-miss-about-working-at-stripe,99
https://www.persuasion.community/p/-why-governments-fail,97
https://axolo.co/blog/p/developer-productivity,97
https://www.rfleury.com/p/untangling-lifetimes-the-arena-allocator,97
https://www.commonsense.news/p/an-existential-threat-to-doing-good,97
https://www.nicolasbustamante.com/p/panic-in-startupland,96
https://www.sindastra.de/p/1583/dear-mozilla-why-thunderbird-78-x-is-both-great-and-awful-pgp/,95
https://www.jefftk.com/p/avoid-contentious-terms,95
https://unchartedterritories.tomaspueyo.com/p/what-china-wants,94
https://www.jefftk.com/p/taking-someone-aside,94
https://www.strangeloopcanon.com/p/some-things-to-learn-from-the-british,93
https://www.slowboring.com/p/homelessness-housing,93
https://www.computerenhance.com/p/the-problem-with-risc-v-v-mask-bits,92
https://www.slowboring.com/p/american-poverty-is-too-high-for,92
https://www.jefftk.com/p/estimating-the-roi-of-insulation,92
https://hardcoresoftware.learningbyshipping.com/p/008-competing-with-steve-jobs-the,91
https://blog.2point21.com/p/devlog-releasing-lba-open-source,91
https://www.jefftk.com/p/vertical-flutes,89
https://blog.jatan.space/p/lunar-rovers-launching-in-2020s,89
https://lastweekin.ai/p/the-inherent-limitations-of-gpt-3,88
https://arbital.com/p/logical_dt/?l=5kv,87
https://juliaacademy.com/p/decision-making-under-uncertainty-with-pomdps-jl,87
https://www.softwareatscale.dev/p/guids-are-not-enough,86
https://www.listsofnote.com/p/if-ghosts-could-speak-their-speech,86
https://www.semianalysis.com/p/arm-changes-business-model-oem-partners,85
https://newsletter.bringthedonuts.com/p/reflecting-on-a-career-in-product,84
https://www.jefftk.com/p/growing-independence,84
https://www.persuasion.community/p/adults-today-care-too-much-what-young,84
https://unchartedterritories.tomaspueyo.com/p/world-chessboard,84
https://www.privatdozent.co/p/when-wiener-met-einstein,83
https://www.persuasion.community/p/the-purpose-of-persuasion,82
https://yetanotherstartup.com/p/hyper,80
https://www.slowboring.com/p/census-data,79
https://blog.abor.dev/p/moonzoon,79
https://www.privatdozent.co/p/the-golden-age-of-quantum-physics-ff7,79
https://www.jefftk.com/p/what-is-a-major-chord,78
https://www.instagram.com/p/B9MhjgphNWj/?igshid=1f85pcqneulx6,78
https://jacobobryant.com/p/mental-model-decentralization/,78
http://civilpedia.org/p/?pid=336&t=p&h=Positive+Pressure+Suit,76
https://www.lastweekasavciso.com/p/three-cisos-walk-into-a-startup,75
https://www.jefftk.com/p/hybrid-bank-account,75
https://bugs.chromium.org/p/chromium/issues/detail?id=896584,75
https://www.jefftk.com/p/deepfake-phishing,75
https://jacobobryant.com/p/messy-future-social-media/,75
https://www.sicknote.co/p/patients-keep-getting-charged-for,74
https://www.persuasion.community/p/a-better-remedy-for-cancel-culture,74
https://read.lukeburgis.com/p/atomic-habits-of-desire,73
https://www.privatdozent.co/p/alan-turing-in-america-221,73
https://read.lukeburgis.com/p/cultural-anorexia,73
https://bugs.chromium.org/p/chromium/issues/detail?id=31482,73
https://www.privatdozent.co/p/privatdozent-photo-edition-4,72
https://www.thediff.co/p/aws-for-industry-but-better-the-railroad,72
https://www.computerenhance.com/p/no-really-why-cant-we-have-raw-udp,72
https://newsletter.pragmaticengineer.com/p/real-world-engineering-challenges,72
https://www.thespl.it/p/apples-sleeping-advertising-business,71
https://unchartedterritories.tomaspueyo.com/p/the-omicron-question,70
https://studio.ribbonfarm.com/p/beyond-hyperanthropomorphism,70
https://www.neican.org/p/to-firmly-drive-common-prosperity,69
https://www.youngmoney.co/p/gone-sixty-seconds,69
https://sourceforge.net/p/squashfs/mailman/message/37324506/,69
https://vimtricks.com/p/50-useful-vim-commands/,69
https://www.thepullrequest.com/p/we-are-no-longer-a-serious-people,69
https://sourceforge.net/p/cdesktopenv/code/ci/503d09172b96d1679e049b3e04d8935db7ad0c96/,67
https://currentlyobsessed.com/p/my-first-experiments-with-dall-e,67
https://www.thepullrequest.com/p/the-prophet-of-the-revolt,67
https://www.residentcontrarian.com/p/being-poor-ish-revisited-reader-questions,66
https://bugs.chromium.org/p/chromium/issues/detail?id=1160302,65
https://p.dw.com/p/40X7R,65
https://hardcoresoftware.learningbyshipping.com/p/001-becoming-a-microsoftie-chapter,65
https://www.rfleury.com/p/the-gullible-software-altruist,64
https://blog.newlimit.com/p/announcing-newlimit-a-company-built,64
https://www.thediff.co/p/the-30-year-mortgage-is-an-intrinsically-toxic-product-200c901746a,64
https://blog.viveksrinivasan.com/p/subscriptions-learning-by-proxy,63
https://popular.info/p/fact-check-of-viral-climate-misinformation?token=eyJ1c2VyX2lkIjo3MzQyNTMsInBvc3RfaWQiOjczNzE5NSwiXyI6InltL3hkIiwiaWF0IjoxNTk1MjQzNDMwLCJleHAiOjE1OTUyNDcwMzAsImlzcyI6InB1Yi0xNjY0Iiwic3ViIjoicG9zdC1yZWFjdGlvbiJ9.8KbuvtlorsxcLyrho1siReQsViHR6TPmpCGCtKDoMYk,62
https://www.commonsense.news/p/honestly-does-glorifying-sickness,62
https://tips.ariyh.com/p/scarcity-promotions-cause-anger,62
https://www.thediff.co/p/when-ibm-was-the-center-of-gravity,62
https://www.persuasion.community/p/goodbye-to-hong-kong,61
https://tips.ariyh.com/p/rule-of-three,61
https://www.garbageday.email/p/right-clickers-vs-the-monkey-jpg,60
https://lastweekin.ai/p/lamdas-sentience-is-nonsense-heres,60
https://bugs.chromium.org/p/chromium/issues/detail?id=1178058#c84,60
https://www.mic.com/p/14000-scientists-warn-of-untold-suffering-if-we-fail-to-act-on-climate-change-82642062,59
https://newsletter.butwhatfor.com/p/takeaway-tuesday-the-missing-piece,59
https://studio.ribbonfarm.com/p/getting-to-gnome-mode,59
https://c3.handmade.network/blog/p/8337-are_modules_without_imports_considered_harmful,59
https://www.newcomer.co/p/sources-opensea-eyes-13-billion-valuation,58
https://www.theinsight.org/p/battlestar-galactica-lessons-from?token=eyJ1c2VyX2lkIjo3MzQyNTMsInBvc3RfaWQiOjM2MzcxNTgwLCJfIjoiZEhaRGMiLCJpYXQiOjE2MjA5MjMyODUsImV4cCI6MTYyMDkyNjg4NSwiaXNzIjoicHViLTExODQiLCJzdWIiOiJwb3N0LXJlYWN0aW9uIn0.PA847gT3cEySXTqakmAZRAxq1GG2089EgfAvNO34Ctg,57
https://hardcoresoftware.learningbyshipping.com/p/bonus-avoiding-escalation,57
https://studio.ribbonfarm.com/p/remystifying-supply-chains,57
https://www.slowboring.com/p/china-speech,57
https://realization.org/p/misc/jung.holy-men-of-india.html,57
https://www.persuasion.community/p/-how-to-boost-innovation,56
https://www.thepullrequest.com/p/bad-apple,56
https://the.ink/p/is-this-how-russia-ends,56
https://www.notboring.co/p/zero-knowledge,55
https://www.platformer.news/p/will-india-ban-twitter,55
https://www.jefftk.com/p/appeals-to-consequences,55
https://www.siddharthsarda.com/p/developer-progression-as-a-function,54
https://www.semianalysis.com/p/amd-genoa-detailed-architecture-makes,54
https://www.somethinginteresting.news/p/blockchain-dark-forest?r=dv2f9&utm_campaign=post&utm_medium=email&utm_source=hackernews,53
https://www.chinadiction.com/p/so-beijing-has-a-nuclear-pact-with,53
https://www.jefftk.com/p/kids-and-time,53
https://news.findka.com/p/algorithms-dont-cause-filter-bubbles,52
https://www.jefftk.com/p/history-of-zero-based-months,52
https://www.epicgames.com/store/en-US/p/while-true-learn,51
https://ideas.repec.org/p/aoz/wpaper/161.html,51
https://bugs.chromium.org/p/chromium/issues/detail?id=914451#c139,51
https://bugs.chromium.org/p/project-zero/issues/detail?id=2241,51
https://www.dwarkeshpatel.com/p/barbell-strategies,51
